Query,COG Category,GO terms
#query,COG_category,GOs
fig|195.2180.peg.382,O,-
fig|195.2180.peg.1720,M,-
fig|195.2180.peg.1319,S,-
fig|195.2180.peg.1539,S,-
fig|195.2180.peg.1628,T,-
fig|195.2180.peg.359,K,-
fig|195.2182.peg.1453,-,-
fig|195.2182.peg.1068,HP,-
fig|195.2182.peg.1106,-,-
fig|195.2182.peg.1884,S,-
fig|195.2182.peg.574,-,-
fig|195.2182.peg.1703,S,-
fig|195.2182.peg.573,O,-
fig|195.2182.peg.1556,-,-
fig|195.2182.peg.1758,E,-
fig|195.2182.peg.773,O,-
fig|195.2182.peg.1184,S,-
fig|195.2182.peg.1892,S,-
fig|195.2182.peg.562,L,-
fig|195.2182.peg.1838,L,-
fig|195.2182.peg.263,P,-
fig|195.2182.peg.1891,E,-
fig|195.2182.peg.561,H,-
fig|195.2182.peg.180,-,-
fig|195.2182.peg.1701,EGP,-
fig|195.2182.peg.1889,M,-
fig|195.2182.peg.1574,D,-
fig|195.2182.peg.830,H,-
fig|195.2182.peg.1637,M,-
fig|195.2182.peg.1849,NT,-
fig|195.2182.peg.1332,L,-
fig|195.2182.peg.1901,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2182.peg.467,-,-
fig|195.2182.peg.1636,H,-
fig|195.2182.peg.1069,HP,-
fig|195.2182.peg.1684,D,-
fig|195.2182.peg.1813,S,-
fig|195.2182.peg.1903,NT,-
fig|195.2182.peg.1868,V,-
fig|195.2182.peg.1773,C,-
fig|195.2182.peg.1787,C,-
fig|195.2182.peg.1103,L,-
fig|195.2182.peg.1882,P,-
fig|195.2184.peg.1129,-,-
fig|195.2184.peg.1127,S,-
fig|195.2184.peg.1655,S,-
fig|195.2184.peg.1791,E,-
fig|195.2184.peg.1523,S,-
fig|195.2184.peg.1824,L,-
fig|195.2184.peg.849,-,-
fig|195.2184.peg.1695,M,-
fig|195.2184.peg.1442,M,-
fig|195.2184.peg.1828,M,-
fig|195.2184.peg.96,V,-
fig|195.2184.peg.1758,S,-
fig|195.2184.peg.1730,O,-
fig|195.2184.peg.1133,-,-
fig|195.2184.peg.1,L,-
fig|195.2184.peg.92,S,-
fig|195.2184.peg.1336,E,-
fig|195.2184.peg.316,MU,-
fig|195.2184.peg.1155,C,-
fig|195.2184.peg.1752,L,-
fig|195.2184.peg.1557,H,-
fig|195.2184.peg.1675,L,-
fig|195.2184.peg.1479,-,-
fig|195.2184.peg.1751,S,-
fig|195.2184.peg.1541,S,-
fig|195.2184.peg.95,P,-
fig|195.2184.peg.1403,LV,-
fig|195.2184.peg.928,-,-
fig|195.2184.peg.1585,NOU,-
fig|195.2184.peg.1834,S,-
fig|195.2184.peg.1831,-,-
fig|195.2184.peg.1809,S,-
fig|195.2184.peg.1832,S,-
fig|195.2184.peg.1842,NT,-
fig|195.2184.peg.1337,E,-
fig|195.2184.peg.757,MU,-
fig|195.2185.peg.96,-,-
fig|195.2185.peg.1443,-,-
fig|195.2185.peg.1442,KLT,-
fig|195.2185.peg.1511,S,-
fig|195.2185.peg.1510,S,-
fig|195.2185.peg.408,EGP,-
fig|195.2185.peg.1415,C,-
fig|195.2185.peg.1488,S,-
fig|195.2185.peg.1,K,-
fig|195.2185.peg.1298,NT,-
fig|195.2185.peg.171,M,-
fig|195.2185.peg.1684,K,-
fig|195.2185.peg.1723,-,-
fig|195.2185.peg.1730,-,-
fig|195.2185.peg.407,EGP,-
fig|195.2185.peg.97,-,-
fig|195.2185.peg.788,S,-
fig|195.2185.peg.406,-,-
fig|195.2186.peg.1078,M,-
fig|195.2186.peg.1142,S,-
fig|195.2186.peg.511,L,-
fig|195.2186.peg.1794,G,-
fig|195.2186.peg.1362,S,-
fig|195.2186.peg.1772,S,-
fig|195.2186.peg.1196,O,-
fig|195.2186.peg.681,L,-
fig|195.2186.peg.1023,S,-
fig|195.2186.peg.1730,S,-
fig|195.2186.peg.1061,M,-
fig|195.2186.peg.1652,C,-
fig|195.2186.peg.1363,S,-
fig|195.2186.peg.1752,S,-
fig|195.2186.peg.207,E,-
fig|195.2186.peg.1564,S,-
fig|195.2186.peg.1062,M,-
fig|195.2187.peg.213,G,-
fig|195.2187.peg.47,P,-
fig|195.2187.peg.868,M,-
fig|195.2187.peg.1925,-,-
fig|195.2187.peg.1140,O,-
fig|195.2187.peg.1095,S,-
fig|195.2187.peg.1736,L,-
fig|195.2187.peg.670,S,-
fig|195.2187.peg.909,J,-
fig|195.2187.peg.121,J,-
fig|195.2187.peg.1921,M,-
fig|195.2187.peg.1561,L,-
fig|195.2187.peg.1766,N,-
fig|195.2187.peg.1923,S,-
fig|195.2187.peg.1559,L,-
fig|195.2187.peg.48,P,-
fig|195.2187.peg.869,K,-
fig|195.2187.peg.1822,S,-
fig|195.2187.peg.1864,S,-
fig|195.2187.peg.1863,-,-
fig|195.2187.peg.1940,S,-
fig|195.2187.peg.1494,T,-
fig|195.2187.peg.1636,S,-
fig|195.2187.peg.1813,-,-
fig|195.2187.peg.1814,-,-
fig|195.2187.peg.1719,NT,-
fig|195.2187.peg.1949,E,-
fig|195.2187.peg.120,J,-
fig|195.2188.peg.1799,U,-
fig|195.2188.peg.1792,-,-
fig|195.2188.peg.1797,-,-
fig|195.2188.peg.1796,-,-
fig|195.2188.peg.1402,GM,-
fig|195.2188.peg.1401,GM,-
fig|195.2189.peg.784,NU,-
fig|195.2189.peg.1761,L,-
fig|195.2189.peg.845,NU,-
fig|195.2190.peg.714,G,-
fig|195.2190.peg.1468,M,-
fig|195.2190.peg.723,E,-
fig|195.2190.peg.1859,S,-
fig|195.2190.peg.722,S,-
fig|195.2190.peg.1467,M,-
fig|195.2190.peg.1201,S,-
fig|195.2190.peg.1839,S,-
fig|195.2191.peg.1211,S,-
fig|195.2191.peg.1721,M,"GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016740,GO:0016765,GO:0044238,GO:0071704,GO:1901576"
fig|195.2191.peg.1212,S,-
fig|195.2191.peg.1720,M,"GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016740,GO:0016765,GO:0044238,GO:0071704,GO:1901576"
fig|195.2192.peg.1977,M,-
fig|195.2192.peg.1144,S,-
fig|195.2192.peg.752,S,-
fig|195.2192.peg.1466,S,-
fig|195.2192.peg.1632,NOU,-
fig|195.2192.peg.1987,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2192.peg.1818,U,-
fig|195.2192.peg.1985,NT,-
fig|195.2192.peg.976,M,-
fig|195.2192.peg.1984,S,-
fig|195.2192.peg.1187,M,-
fig|195.2192.peg.977,U,-
fig|195.2192.peg.1701,S,-
fig|195.2192.peg.1275,-,-
fig|195.2192.peg.973,M,-
fig|195.2192.peg.975,M,-
fig|195.2192.peg.1930,S,-
fig|195.2192.peg.9,S,-
fig|195.2192.peg.1274,-,-
fig|195.2192.peg.1749,S,-
fig|195.2192.peg.1172,-,-
fig|195.2192.peg.1273,H,-
fig|195.2192.peg.1915,NOU,-
fig|195.2192.peg.753,S,-
fig|195.2192.peg.379,-,-
fig|195.2193.peg.1232,C,-
fig|195.2193.peg.503,NT,-
fig|195.2193.peg.1601,C,-
fig|195.2193.peg.1135,M,-
fig|195.2193.peg.1136,M,-
fig|195.2193.peg.1838,D,-
fig|195.2194.peg.1115,S,-
fig|195.2194.peg.1109,-,-
fig|195.2194.peg.1106,L,-
fig|195.2194.peg.1121,S,-
fig|195.2194.peg.1117,E,-
fig|195.2194.peg.1108,V,-
fig|195.2194.peg.1731,S,-
fig|195.2194.peg.1305,-,-
fig|195.2194.peg.1740,S,-
fig|195.2194.peg.1118,E,-
fig|195.2194.peg.1110,-,-
fig|195.2194.peg.1114,K,-
fig|195.2194.peg.1111,L,-
fig|195.2194.peg.1651,S,-
fig|195.2194.peg.1113,M,-
fig|195.2194.peg.105,S,-
fig|195.2194.peg.1105,S,-
fig|195.2194.peg.1307,NOU,-
fig|195.2195.peg.1126,S,-
fig|195.2195.peg.1377,H,-
fig|195.2195.peg.1374,P,-
fig|195.2195.peg.1376,H,-
fig|195.2195.peg.1375,F,-
fig|195.2196.peg.977,E,-
fig|195.2196.peg.1109,F,-
fig|195.2196.peg.1107,S,-
fig|195.2196.peg.1723,S,-
fig|195.2196.peg.1788,S,-
fig|195.2196.peg.1790,S,-
fig|195.2196.peg.1712,-,-
fig|195.2196.peg.1350,P,-
fig|195.2196.peg.526,S,-
fig|195.2196.peg.840,NT,-
fig|195.2196.peg.642,D,-
fig|195.2196.peg.841,NT,-
fig|195.2196.peg.1644,-,-
fig|195.2196.peg.1731,L,-
fig|195.2196.peg.1810,S,-
fig|195.2196.peg.1729,L,-
fig|195.2196.peg.1724,M,-
fig|195.2196.peg.978,E,-
fig|195.2196.peg.1182,E,-
fig|195.2196.peg.1647,I,-
fig|195.2196.peg.1730,L,-
fig|195.2196.peg.1555,P,-
fig|195.2196.peg.1725,S,-
fig|195.2196.peg.1789,S,-
fig|195.2197.peg.1790,S,-
fig|195.2197.peg.1414,C,-
fig|195.2197.peg.1448,K,-
fig|195.2197.peg.514,G,-
fig|195.2197.peg.1415,C,-
fig|195.2197.peg.21,I,-
fig|195.2198.peg.1708,-,-
fig|195.2198.peg.1223,M,-
fig|195.2198.peg.1867,S,-
fig|195.2198.peg.242,P,-
fig|195.2198.peg.361,NT,-
fig|195.2198.peg.1866,S,-
fig|195.2198.peg.1798,S,-
fig|195.2198.peg.241,P,-
fig|195.2198.peg.61,S,-
fig|195.2198.peg.1293,S,-
fig|195.2198.peg.170,P,-
fig|195.2198.peg.1031,L,-
fig|195.2198.peg.1224,M,-
fig|195.2198.peg.1724,L,-
fig|195.2198.peg.1,L,-
fig|195.2198.peg.1859,S,-
fig|195.2199.peg.1040,S,-
fig|195.2199.peg.1858,S,-
fig|195.2199.peg.1869,S,-
fig|195.2199.peg.1041,-,-
fig|195.2199.peg.796,P,-
fig|195.2199.peg.1391,C,-
fig|195.2199.peg.1794,E,-
fig|195.2199.peg.349,M,-
fig|195.2199.peg.1855,M,-
fig|195.2199.peg.1263,S,-
fig|195.2199.peg.1864,E,-
fig|195.2199.peg.1783,-,-
fig|195.2199.peg.1863,L,-
fig|195.2199.peg.1816,C,-
fig|195.2199.peg.459,V,-
fig|195.2199.peg.1264,S,-
fig|195.2200.peg.170,S,-
fig|195.2200.peg.213,F,-
fig|195.2200.peg.1628,L,-
fig|195.2200.peg.662,G,-
fig|195.2200.peg.1627,L,-
fig|195.2200.peg.1631,P,-
fig|195.2200.peg.52,P,-
fig|195.2200.peg.1630,P,-
fig|195.2201.peg.1744,S,-
fig|195.2201.peg.1800,S,-
fig|195.2201.peg.1310,G,-
fig|195.2201.peg.1777,S,-
fig|195.2201.peg.1716,K,-
fig|195.2201.peg.1093,P,-
fig|195.2201.peg.1815,L,-
fig|195.2201.peg.181,M,-
fig|195.2201.peg.1840,S,-
fig|195.2201.peg.1309,GM,-
fig|195.2201.peg.1798,S,-
fig|195.2201.peg.1836,L,-
fig|195.2201.peg.1829,L,-
fig|195.2201.peg.1850,S,-
fig|195.2201.peg.1726,S,-
fig|195.2201.peg.1822,L,-
fig|195.2201.peg.1833,S,-
fig|195.2201.peg.1821,S,-
fig|195.2201.peg.837,U,-
fig|195.2201.peg.1813,S,-
fig|195.2201.peg.750,S,-
fig|195.2201.peg.1844,S,-
fig|195.2201.peg.1832,S,-
fig|195.2201.peg.1811,L,-
fig|195.2201.peg.1743,-,-
fig|195.2201.peg.751,S,-
fig|195.2201.peg.1787,L,-
fig|195.2201.peg.1751,S,-
fig|195.2201.peg.1725,K,-
fig|195.2201.peg.1092,P,-
fig|195.2201.peg.1788,S,-
fig|195.2201.peg.632,S,-
fig|195.2201.peg.1847,S,-
fig|195.2201.peg.1801,S,-
fig|195.2201.peg.752,S,-
fig|195.2201.peg.1793,L,-
fig|195.2201.peg.1666,I,-
fig|195.2201.peg.1837,S,-
fig|195.2201.peg.1665,M,-
fig|195.2201.peg.1719,S,-
fig|195.2201.peg.1776,L,-
fig|195.2201.peg.1686,M,-
fig|195.2201.peg.538,-,-
fig|195.2201.peg.753,S,-
fig|195.2201.peg.1838,S,-
fig|195.2201.peg.1848,L,-
fig|195.2201.peg.1113,S,-
fig|195.2201.peg.1839,S,-
fig|195.2202.peg.709,O,-
fig|195.2202.peg.1198,P,-
fig|195.2202.peg.99,L,-
fig|195.2202.peg.478,-,-
fig|195.2202.peg.627,P,-
fig|195.2202.peg.628,P,-
fig|195.2202.peg.1863,M,-
fig|195.2202.peg.1360,S,-
fig|195.2202.peg.1369,S,-
fig|195.2202.peg.4,P,-
fig|195.2202.peg.1867,M,-
fig|195.2203.peg.1809,S,-
fig|195.2203.peg.1802,S,-
fig|195.2203.peg.1833,S,-
fig|195.2203.peg.1233,P,-
fig|195.2203.peg.1739,K,-
fig|195.2203.peg.737,S,-
fig|195.2203.peg.1275,P,-
fig|195.2203.peg.1792,S,-
fig|195.2203.peg.1494,H,-
fig|195.2203.peg.1839,L,-
fig|195.2203.peg.1842,E,-
fig|195.2203.peg.1816,S,-
fig|195.2203.peg.863,C,-
fig|195.2203.peg.1807,S,-
fig|195.2203.peg.1364,U,-
fig|195.2203.peg.1127,L,-
fig|195.2203.peg.1309,F,-
fig|195.2203.peg.1822,S,-
fig|195.2203.peg.1274,P,-
fig|195.2203.peg.1776,S,-
fig|195.2203.peg.1746,S,-
fig|195.2203.peg.1813,K,-
fig|195.2203.peg.1823,S,-
fig|195.2203.peg.1801,L,-
fig|195.2203.peg.1814,S,-
fig|195.2203.peg.1751,S,-
fig|195.2203.peg.1610,K,-
fig|195.2203.peg.472,G,-
fig|195.2203.peg.1554,J,-
fig|195.2203.peg.1511,S,-
fig|195.2203.peg.1808,S,-
fig|195.2203.peg.1803,S,-
fig|195.2204.peg.1767,NT,-
fig|195.2204.peg.15,M,-
fig|195.2204.peg.284,-,-
fig|195.2204.peg.285,V,-
fig|195.2204.peg.421,G,-
fig|195.2204.peg.420,G,-
fig|195.2204.peg.1766,E,-
fig|195.2204.peg.1768,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2204.peg.1712,T,-
fig|195.2205.peg.1796,E,-
fig|195.2205.peg.1753,E,-
fig|195.2205.peg.417,K,-
fig|195.2205.peg.1101,NT,-
fig|195.2205.peg.416,K,-
fig|195.2205.peg.11,-,-
fig|195.2205.peg.1781,S,-
fig|195.2206.peg.338,P,-
fig|195.2206.peg.1278,S,-
fig|195.2206.peg.1898,E,-
fig|195.2206.peg.1738,U,-
fig|195.2206.peg.1905,E,-
fig|195.2206.peg.1208,V,-
fig|195.2206.peg.1771,K,-
fig|195.2206.peg.1684,-,-
fig|195.2206.peg.919,C,-
fig|195.2206.peg.1901,S,-
fig|195.2206.peg.1715,S,-
fig|195.2206.peg.339,P,-
fig|195.2206.peg.1799,I,-
fig|195.2206.peg.969,U,-
fig|195.2206.peg.1835,-,-
fig|195.2206.peg.1885,S,-
fig|195.2207.peg.1694,P,-
fig|195.2207.peg.919,C,-
fig|195.2207.peg.1695,L,-
fig|195.2207.peg.175,F,-
fig|195.2207.peg.1569,S,-
fig|195.2207.peg.1678,C,-
fig|195.2207.peg.1592,H,-
fig|195.2207.peg.1748,N,-
fig|195.2207.peg.1054,S,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019222,GO:0019439,GO:0019538,GO:0022411,GO:0032984,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034655,GO:0042221,GO:0042710,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043565,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044010,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044764,GO:0044877,GO:0046483,GO:0046677,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576"
fig|195.2207.peg.1622,S,-
fig|195.2207.peg.981,GM,-
fig|195.2207.peg.1763,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2207.peg.1193,S,-
fig|195.2207.peg.1746,P,-
fig|195.2207.peg.1646,C,-
fig|195.2207.peg.973,P,-
fig|195.2207.peg.1570,S,-
fig|195.2207.peg.944,S,-
fig|195.2207.peg.1605,G,-
fig|195.2207.peg.1762,M,-
fig|195.2207.peg.1753,S,-
fig|195.2207.peg.1378,S,-
fig|195.2208.peg.1565,E,-
fig|195.2208.peg.1566,E,-
fig|195.2208.peg.1415,J,-
fig|195.2209.peg.1956,S,-
fig|195.2209.peg.1495,S,-
fig|195.2209.peg.875,L,-
fig|195.2209.peg.1933,G,-
fig|195.2210.peg.409,S,-
fig|195.2210.peg.410,M,-
fig|195.2210.peg.407,M,-
fig|195.2210.peg.419,M,-
fig|195.2210.peg.1709,S,-
fig|195.2210.peg.413,-,-
fig|195.2210.peg.1723,S,-
fig|195.2210.peg.415,I,-
fig|195.2210.peg.277,K,-
fig|195.2210.peg.420,S,-
fig|195.2210.peg.418,E,-
fig|195.2210.peg.412,S,-
fig|195.2210.peg.293,V,-
fig|195.2210.peg.417,G,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0008742,GO:0009056,GO:0009058,GO:0009987,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0019569,GO:0019572,GO:0019637,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046373,GO:0046872,GO:0046914,GO:0051167,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901159,GO:1901575,GO:1901576"
fig|195.2210.peg.1333,-,-
fig|195.2210.peg.280,P,-
fig|195.2210.peg.507,L,-
fig|195.2210.peg.414,M,-
fig|195.2210.peg.411,M,-
fig|195.2210.peg.405,H,-
fig|195.2210.peg.291,V,-
fig|195.2210.peg.292,V,-
fig|195.2210.peg.508,L,-
fig|195.2210.peg.408,M,-
fig|195.2210.peg.416,GM,-
fig|195.2210.peg.279,P,-
fig|195.2210.peg.1331,I,-
fig|195.2210.peg.406,M,-
fig|195.2210.peg.1725,S,-
fig|195.2210.peg.92,K,-
fig|195.2211.peg.1710,S,-
fig|195.2211.peg.5,P,-
fig|195.2211.peg.6,P,-
fig|195.2211.peg.50,G,-
fig|195.2212.peg.1372,L,-
fig|195.2212.peg.1454,U,-
fig|195.2212.peg.1806,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2212.peg.1774,N,-
fig|195.2212.peg.1401,U,-
fig|195.2212.peg.1143,L,-
fig|195.2212.peg.1508,V,-
fig|195.2212.peg.1279,E,-
fig|195.2212.peg.1751,E,-
fig|195.2212.peg.1796,C,-
fig|195.2212.peg.1733,C,-
fig|195.2212.peg.1408,U,-
fig|195.2212.peg.1342,E,-
fig|195.2212.peg.875,C,-
fig|195.2212.peg.1547,E,-
fig|195.2214.peg.1029,S,-
fig|195.2214.peg.1775,E,-
fig|195.2214.peg.1273,Q,-
fig|195.2214.peg.1027,S,-
fig|195.2214.peg.1387,J,-
fig|195.2214.peg.1865,E,-
fig|195.2214.peg.1632,Q,-
fig|195.2214.peg.1740,C,-
fig|195.2214.peg.1591,E,-
fig|195.2214.peg.1793,H,-
fig|195.2214.peg.1867,S,-
fig|195.2214.peg.1855,S,-
fig|195.2216.peg.1254,S,-
fig|195.2216.peg.1621,L,-
fig|195.2216.peg.1255,S,-
fig|195.2217.peg.1033,E,-
fig|195.2217.peg.1039,L,-
fig|195.2217.peg.1088,G,"GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0036094,GO:0043891,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363"
fig|195.2217.peg.1037,S,-
fig|195.2217.peg.1058,P,-
fig|195.2217.peg.1040,S,-
fig|195.2217.peg.1042,V,-
fig|195.2217.peg.1038,S,-
fig|195.2217.peg.1041,V,-
fig|195.2217.peg.1036,S,-
fig|195.2218.peg.1791,S,-
fig|195.2218.peg.1895,NT,-
fig|195.2218.peg.1787,S,-
fig|195.2218.peg.1837,-,-
fig|195.2218.peg.1769,C,-
fig|195.2219.peg.1796,M,-
fig|195.2219.peg.431,K,-
fig|195.2219.peg.1788,S,-
fig|195.2219.peg.1800,-,-
fig|195.2219.peg.1233,U,-
fig|195.2219.peg.1790,E,-
fig|195.2219.peg.1757,S,-
fig|195.2219.peg.394,V,-
fig|195.2219.peg.1784,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2219.peg.432,K,-
fig|195.2219.peg.393,V,-
fig|195.2220.peg.1695,S,-
fig|195.2220.peg.1362,S,-
fig|195.2220.peg.1872,M,-
fig|195.2220.peg.1871,M,-
fig|195.2220.peg.1901,S,-
fig|195.2220.peg.1903,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2220.peg.1520,S,-
fig|195.2220.peg.1129,S,-
fig|195.2220.peg.1033,P,-
fig|195.2220.peg.1898,S,-
fig|195.2220.peg.1588,I,-
fig|195.2220.peg.4,P,-
fig|195.2220.peg.326,-,-
fig|195.2220.peg.1667,S,-
fig|195.2220.peg.1828,S,-
fig|195.2220.peg.1675,S,-
fig|195.2220.peg.1747,P,-
fig|195.2220.peg.519,U,-
fig|195.2220.peg.683,G,-
fig|195.2220.peg.5,P,-
fig|195.2220.peg.1839,-,-
fig|195.2220.peg.249,S,-
fig|195.2220.peg.1786,N,-
fig|195.2220.peg.1762,L,-
fig|195.2220.peg.1900,S,-
fig|195.2221.peg.355,P,-
fig|195.2221.peg.1771,S,-
fig|195.2221.peg.635,NT,-
fig|195.2221.peg.634,NT,-
fig|195.2221.peg.1671,L,-
fig|195.2221.peg.350,C,-
fig|195.2221.peg.1554,N,-
fig|195.2221.peg.356,P,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2221.peg.357,Q,-
fig|195.2222.peg.1769,Q,-
fig|195.2222.peg.1771,S,-
fig|195.2222.peg.1155,Q,-
fig|195.2222.peg.1572,-,-
fig|195.2222.peg.768,-,-
fig|195.2222.peg.471,E,-
fig|195.2222.peg.1737,Q,-
fig|195.2222.peg.941,V,-
fig|195.2222.peg.1687,S,-
fig|195.2222.peg.1087,-,-
fig|195.2222.peg.1088,S,-
fig|195.2222.peg.937,V,-
fig|195.2222.peg.1765,S,-
fig|195.2222.peg.690,S,-
fig|195.2223.peg.462,S,-
fig|195.2223.peg.461,S,-
fig|195.2223.peg.7,K,-
fig|195.2223.peg.703,L,-
fig|195.2223.peg.1802,G,-
fig|195.2223.peg.1626,M,-
fig|195.2223.peg.713,L,-
fig|195.2223.peg.1629,S,-
fig|195.2223.peg.1804,S,-
fig|195.2223.peg.1815,S,-
fig|195.2223.peg.704,L,-
fig|195.2223.peg.1613,P,-
fig|195.2223.peg.934,S,-
fig|195.2223.peg.1805,S,-
fig|195.2223.peg.1635,Q,-
fig|195.2223.peg.1182,P,-
fig|195.2224.peg.1789,H,-
fig|195.2224.peg.1156,I,-
fig|195.2224.peg.1822,E,-
fig|195.2224.peg.1567,J,-
fig|195.2224.peg.1419,U,-
fig|195.2224.peg.1437,J,-
fig|195.2224.peg.300,E,-
fig|195.2224.peg.1425,U,-
fig|195.2224.peg.925,M,-
fig|195.2224.peg.1815,D,-
fig|195.2224.peg.1254,C,-
fig|195.2224.peg.1383,J,-
fig|195.2224.peg.948,E,-
fig|195.2224.peg.1424,U,-
fig|195.2224.peg.1420,U,-
fig|195.2224.peg.1798,C,-
fig|195.2224.peg.1611,F,-
fig|195.2225.peg.1817,S,-
fig|195.2225.peg.618,S,-
fig|195.2225.peg.1731,-,-
fig|195.2225.peg.1865,S,-
fig|195.2225.peg.1818,S,-
fig|195.2225.peg.1834,-,-
fig|195.2225.peg.1871,S,-
fig|195.2225.peg.752,G,-
fig|195.2225.peg.1876,-,-
fig|195.2225.peg.1874,S,-
fig|195.2225.peg.699,NU,-
fig|195.2225.peg.1338,E,-
fig|195.2225.peg.1337,E,-
fig|195.2225.peg.841,EG,-
fig|195.2225.peg.1732,U,-
fig|195.2225.peg.1833,-,-
fig|195.2225.peg.1430,U,-
fig|195.2225.peg.617,S,-
fig|195.2226.peg.1749,C,-
fig|195.2226.peg.1682,F,-
fig|195.2226.peg.1129,C,-
fig|195.2226.peg.1789,D,-
fig|195.2226.peg.1793,S,-
fig|195.2226.peg.1424,M,-
fig|195.2227.peg.1766,M,-
fig|195.2227.peg.1191,S,-
fig|195.2227.peg.1664,U,-
fig|195.2227.peg.1765,M,-
fig|195.2227.peg.1498,P,-
fig|195.2228.peg.1749,S,-
fig|195.2228.peg.1690,C,-
fig|195.2228.peg.1689,C,-
fig|195.2229.peg.1791,HJ,-
fig|195.2229.peg.1320,NU,-
fig|195.2229.peg.1321,NU,-
fig|195.2229.peg.743,M,-
fig|195.2230.peg.890,-,-
fig|195.2230.peg.884,L,-
fig|195.2230.peg.1811,E,-
fig|195.2230.peg.889,Q,-
fig|195.2230.peg.1813,S,-
fig|195.2230.peg.891,L,-
fig|195.2230.peg.1440,-,-
fig|195.2230.peg.1099,U,-
